# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/RNAseq/reference/BDGP5.25.62/Drosophila_melanogaster.BDGP5.25.62.gtf" "-o" "/mnt/d/RNAseq/counts/all_samples_gene_counts.txt" "/mnt/d/RNAseq/alignment/SRR031708.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031712.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031713.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031720.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031721.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031722.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/RNAseq/alignment/SRR031708.sorted.bam	/mnt/d/RNAseq/alignment/SRR031712.sorted.bam	/mnt/d/RNAseq/alignment/SRR031713.sorted.bam	/mnt/d/RNAseq/alignment/SRR031720.sorted.bam	/mnt/d/RNAseq/alignment/SRR031721.sorted.bam	/mnt/d/RNAseq/alignment/SRR031722.sorted.bam
FBgn0033269	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4024992;4025493;4026443;4026443;4026627;4026627;4027184;4027184;4027459;4027459;4027748;4027748;4028019;4028019;4028186;4028186;4029396;4029396;4029604;4029604;4030148;4030148;4033260;4033260	4025187;4026097;4026546;4026546;4027127;4027127;4027395;4027395;4027654;4027654;4027876;4027876;4028121;4028121;4029325;4029325;4029533;4029533;4029812;4029812;4030579;4030579;4033482;4033482	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4188	615	642	561	386	498	444
FBgn0010504	2R;2R;2R;2R;2R;2R;2R;2R	4034422;4034422;4034422;4034422;4036433;4036813;4043560;4043919	4035900;4035900;4035900;4035900;4036479;4036906;4044155;4044155	-;-;-;-;-;-;-;-	2216	175	204	195	176	205	195
FBgn0050374	2R	4044762	4045292	-	531	0	0	1	0	1	1
FBgn0050297	2R	4045960	4046033	+	74	0	0	1	0	0	0
FBgn0033271	2R;2R;2R;2R;2R	4046962;4046966;4047560;4048538;4048538	4048434;4047506;4048434;4048735;4048735	-;-;-;-;-	1671	3	0	0	1	0	3
FBgn0033272	2R;2R;2R;2R;2R	4049184;4049791;4049993;4050275;4050827	4049729;4049933;4050211;4050745;4051018	-;-;-;-;-	1571	226	239	183	180	235	203
FBgn0050373	2R;2R	4051453;4052073	4052011;4052171	-;-	658	76	60	48	40	79	59
FBgn0021995	2R;2R;2R;2R;2R	4052390;4052612;4053621;4054414;4055019	4052553;4053436;4054353;4054957;4055274	+;+;+;+;+	2522	343	384	334	250	391	328
FBgn0086021	2R	4053455	4053553	+	99	0	0	0	0	0	0
FBgn0033273	2R;2R;2R;2R;2R	4055452;4055695;4056634;4056750;4057009	4055631;4056578;4056696;4056945;4057596	+;+;+;+;+	1911	19	23	36	34	48	32
FBgn0011659	2R;2R	4057541;4058672	4058614;4059907	+;+	2310	166	187	154	126	166	140
FBgn0033274	2R;2R;2R	4059969;4060678;4060985	4060276;4060874;4061118	-;-;-	639	16	12	10	12	15	7
FBgn0033275	2R	4092393	4093211	-	819	0	0	1	1	0	0
FBgn0053087	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4094023;4097011;4097219;4097590;4097906;4098480;4099032;4099836;4100971;4102805;4103151;4103565;4103889;4106283;4107024;4109151;4109599;4110484;4111116;4112506;4112768	4094245;4097130;4097341;4097841;4098229;4098856;4099777;4100903;4102729;4103085;4103506;4103833;4106003;4106952;4109061;4109537;4110412;4111048;4112448;4112632;4113243	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14423	1273	1452	1227	1203	1607	1440
FBgn0085246	2R	4115704	4116229	-	526	0	0	0	0	0	0
FBgn0010109	2R;2R;2R	4116476;4119104;4119428	4118007;4119199;4119832	-;-;-	2033	0	0	1	0	2	1
FBgn0013726	2R;2R	4124774;4125364	4127835;4127835	+;+	3062	593	722	552	587	769	683
FBgn0033277	2R;2R;2R	4141761;4142407;4143577	4141982;4143109;4144241	+;+;+	1590	5	14	6	0	3	1
FBgn0050369	2R	4146836	4147288	+	453	0	0	0	0	0	0
FBgn0033278	2R	4147541	4147921	+	381	1	0	0	1	0	0
FBgn0033279	2R	4148151	4148968	-	818	0	0	0	0	0	0
FBgn0033280	2R	4150193	4150783	-	591	0	0	0	0	0	0
FBgn0050376	2R	4151118	4151931	-	814	0	0	0	0	0	0
FBgn0063356	2R;2R;2R;2R	4152435;4152809;4153404;4153801	4152695;4152963;4153743;4154589	+;+;+;+	1545	0	0	0	0	0	0
FBgn0050375	2R;2R;2R;2R	4153387;4153820;4154046;4154569	4153762;4153988;4154478;4154787	-;-;-;-	1197	0	0	0	0	0	0
FBgn0050371	2R;2R;2R;2R;2R	4155180;4155625;4155878;4156198;4156592	4155567;4155790;4155976;4156522;4156813	-;-;-;-;-	1200	0	0	0	0	0	0
FBgn0067713	2R	4185620	4185646	+	27	0	0	0	0	0	0
FBgn0033282	2R	4235044	4235898	+	855	0	0	0	1	2	1
FBgn0033283	2R	4245631	4246972	+	1342	0	0	0	2	0	0
FBgn0050365	2R	4246453	4248695	-	2243	0	1	1	0	0	0
FBgn0050364	2R	4248728	4249661	-	934	0	1	2	0	0	0
FBgn0250827	2R	4249855	4250723	-	869	0	0	0	2	0	0
FBgn0050363	2R	4250776	4252850	-	2075	0	0	0	0	0	0
FBgn0050366	2R;2R	4250776;4250873	4252850;4251893	-;-	2075	0	0	0	0	0	0
FBgn0050362	2R	4253054	4254165	-	1112	0	0	0	0	0	4
FBgn0033285	2R	4254666	4255432	-	767	1	0	0	0	1	0
FBgn0033286	2R;2R;2R	4255847;4255847;4257441	4257385;4257543;4257481	-;-;-	1697	2	0	0	2	5	1
FBgn0033287	2R	4258578	4259656	+	1079	0	4	0	1	0	3
FBgn0033288	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4274875;4274970;4275261;4275261;4276454;4276454;4277685;4277685;4279006;4279006;4281062;4281062;4282071;4282071;4282536;4282536;4282716;4282716;4282940;4282940	4275099;4275005;4275726;4275726;4277011;4277011;4278951;4278951;4279241;4279241;4281242;4281242;4282124;4282124;4282619;4282619;4282864;4282864;4283803;4283803	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4084	2	1	3	6	6	3
FBgn0033289	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4283898;4283898;4284208;4284208;4284433;4284433;4285119;4285119;4291396;4291396;4298602;4299076	4284145;4284145;4284370;4284370;4284860;4284860;4285664;4285664;4291790;4291790;4298730;4299228	-;-;-;-;-;-;-;-;-;-;-;-	2062	0	0	0	0	0	1
FBgn0028836	2R;2R;2R;2R;2R	4308493;4308862;4315084;4315498;4315789	4308801;4309114;4315304;4315651;4316089	+;+;+;+;+	1238	122	176	128	144	168	151
FBgn0002531	2R;2R	4318139;4318695	4318630;4318737	-;-	535	2	0	0	1	1	2
FBgn0011812	2R;2R	4320391;4320858	4320814;4320889	-;-	456	0	0	0	0	0	0
FBgn0002533	2R;2R	4321472;4322027	4321964;4322080	-;-	547	0	0	0	0	0	0
FBgn0002534	2R;2R	4322949;4323062	4323005;4323523	+;+	519	0	0	0	0	0	0
FBgn0002535	2R;2R	4325162;4325270	4325212;4325908	+;+	690	0	1	0	0	0	0
FBgn0033292	2R;2R;2R;2R;2R;2R;2R;2R;2R	4326898;4327260;4327497;4327855;4328076;4328260;4328887;4329220;4330092	4327204;4327442;4327737;4328016;4328202;4328329;4329166;4329329;4330284	-;-;-;-;-;-;-;-;-	1673	23	30	28	22	23	20
FBgn0014469	2R;2R;2R;2R;2R;2R	4332217;4332863;4333039;4333447;4333877;4334112	4332435;4332972;4333388;4333816;4334051;4334676	+;+;+;+;+;+	1789	258	292	284	207	309	268
FBgn0015034	2R;2R;2R;2R;2R;2R	4334974;4335438;4335608;4336032;4336467;4336696	4335167;4335547;4335957;4336401;4336641;4337250	+;+;+;+;+;+	1754	2	3	2	5	3	3
FBgn0002570	2R;2R;2R	4337166;4337511;4338060	4337448;4337706;4339404	-;-;-	1824	2	2	3	3	2	0
FBgn0002569	2R;2R;2R	4341137;4342717;4342905	4342655;4342845;4343291	+;+;+	2035	3	0	2	0	4	0
FBgn0002571	2R;2R;2R;2R	4343414;4343577;4343786;4345214	4343514;4343720;4345151;4345390	-;-;-;-	1788	0	1	0	0	0	0
FBgn0033294	2R;2R;2R;2R;2R	4346329;4347202;4347315;4347600;4348133	4347140;4347258;4347513;4348051;4348389	+;+;+;+;+	1777	0	0	0	0	0	0
FBgn0050359	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4350278;4350307;4350618;4351136;4351136;4351650;4351650;4352158;4352158;4352369;4352369	4350560;4351078;4351078;4351588;4351588;4352104;4352104;4352301;4352301;4352597;4352593	+;+;+;+;+;+;+;+;+;+;+	2082	7	8	9	7	10	19
FBgn0050360	2R;2R;2R	4352675;4353896;4354561	4353817;4354491;4354701	+;+;+	1880	1	2	4	1	1	1
FBgn0033296	2R;2R;2R	4357054;4357216;4357584	4357138;4357359;4359802	-;-;-	2448	2	0	3	3	0	2
FBgn0033297	2R;2R;2R;2R	4359470;4360646;4361161;4361382	4360588;4361100;4361304;4361448	+;+;+;+	1785	0	0	0	0	0	0
FBgn0050361	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4361933;4361933;4361933;4361933;4363981;4363981;4363981;4363981;4366829;4366829;4366829;4366829;4367358;4367358;4367358;4367358;4367686;4367686;4367686;4367686;4367930;4367930;4367930;4367930;4368722;4368722;4368722;4368722;4369149;4369149;4369149;4369149;4369453;4369453;4369453;4369453;4370111;4370111;4370111;4370111;4370361;4370361;4370361;4370361;4370637;4370637;4370637;4370637;4371108;4371108;4371108;4371108;4373663;4373663;4373663;4374323;4374323;4374323;4376722;4376722;4376722;4380726;4380726;4408619;4408619;4419349;4419349	4363449;4363449;4363449;4363449;4364164;4364164;4364164;4364164;4366980;4366980;4366980;4366980;4367571;4367571;4367571;4367571;4367848;4367848;4367848;4367848;4368064;4368064;4368064;4368064;4368912;4368912;4368912;4368912;4369282;4369282;4369282;4369282;4369602;4369602;4369602;4369602;4370217;4370217;4370217;4370217;4370532;4370532;4370532;4370532;4370745;4370745;4370745;4370745;4371250;4371250;4371250;4371307;4373807;4373807;4373807;4374493;4374493;4374493;4376864;4376864;4376864;4381629;4381685;4410233;4410233;4419420;4419420	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6534	0	0	0	0	0	2
FBgn0033301	2R	4439456	4439758	-	303	0	0	0	0	0	0
FBgn0033302	2R;2R	4451798;4452331	4452273;4453481	-;-	1627	226	255	228	179	230	232
FBgn0033303	2R;2R	4456874;4457388	4457273;4457652	+;+	665	0	1	1	1	2	1
FBgn0033304	2R	4458007	4459650	+	1644	172	173	175	179	234	232
FBgn0259226	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4460868;4460873;4461582;4461582;4462094;4462362;4462573;4462980;4463690;4465630;4468341;4468528;4469689;4471000	4461504;4461504;4461765;4461765;4462299;4462509;4462890;4463321;4464892;4465991;4468415;4469591;4469824;4471147	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4823	9	7	9	6	4	3
FBgn0033307	2R;2R;2R	4478001;4478528;4479070	4478095;4478589;4479452	+;+;+	540	0	1	0	1	0	0
FBgn0033308	2R;2R	4481533;4482354	4482146;4482506	-;-	767	6	16	12	10	14	15
FBgn0033309	2R;2R;2R;2R;2R;2R	4485033;4485618;4486077;4486776;4486977;4487316	4485352;4485794;4486512;4486908;4487206;4487436	-;-;-;-;-;-	1417	163	174	146	151	171	177
FBgn0033310	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4487938;4487938;4495662;4495817;4496555;4496555;4496960;4496960;4497419;4497419	4488734;4488734;4496026;4496026;4496899;4496899;4497352;4497352;4498743;4498743	+;+;+;+;+;+;+;+;+;+	3225	268	306	270	285	391	417
FBgn0033312	2R;2R	4499399;4500539	4499564;4501416	-;-	1044	6	3	5	9	7	6
FBgn0033313	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4502544;4502912;4503408;4503735;4503735;4503832;4504205;4504205;4504205;4505739;4505739;4505739;4506024;4506024;4506036;4506293;4506293;4506293;4508015;4508015;4508015;4508236;4508236;4508236;4508535;4508535;4508535;4508698;4508698;4508698;4510547;4510547;4510547	4502748;4502981;4503485;4504021;4504021;4504021;4505676;4505676;4505676;4505966;4505966;4505966;4506234;4506234;4506234;4506533;4506533;4506533;4508180;4508180;4508180;4508465;4508465;4508465;4508632;4508632;4508632;4510482;4510482;4510482;4511640;4512708;4512708	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7233	671	808	648	721	967	844
FBgn0022027	2R;2R	4512956;4513133	4513080;4513685	+;+	678	102	107	85	73	105	88
FBgn0033315	2R	4513686	4515089	-	1404	30	33	43	31	43	51
FBgn0033316	2R	4515382	4517691	+	2310	142	144	109	115	126	159
FBgn0033317	2R;2R;2R	4517699;4518577;4519138	4518518;4519011;4519467	-;-;-	1585	276	288	293	236	285	291
FBgn0003892	2R;2R;2R;2R;2R;2R	4537140;4547457;4548348;4550413;4550684;4551071	4538055;4548010;4550274;4550620;4550955;4552728	+;+;+;+;+;+	5535	227	272	221	201	223	213
FBgn0010609	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4553360;4553678;4553678;4553678;4554273;4554273;4558247;4559560;4559841;4562152;4562152;4562152;4562152;4563582;4563905;4563977;4563977;4563977;4563977;4563977;4563977;4563977;4563977;4565935;4565935;4565935;4565935;4565935;4565935;4565935;4565935;4565935;4566433;4566433;4566433;4566433;4566433;4566433;4566433;4566433;4566433;4567517;4567517;4567517;4567517;4567517;4567517;4567517;4567517;4567517;4568054;4568054;4568054;4568054;4568054;4568054;4568054;4568054;4568054;4568290;4568290;4568290;4568290;4568290;4568290;4568290;4568290;4568290;4568615;4568615;4568615;4568615;4568615;4568615;4568615;4568615;4568615;4568956;4568956;4568956;4568956;4568956;4568956;4568956;4568956;4568956	4553375;4553816;4553816;4553816;4554299;4554299;4558325;4559783;4559911;4562376;4562376;4562376;4562376;4563839;4564112;4564112;4564112;4564112;4564112;4564112;4564112;4564112;4564112;4566373;4566373;4566373;4566373;4566373;4566373;4566373;4566373;4566373;4566639;4566639;4566639;4566639;4566639;4566639;4566639;4566639;4566639;4567991;4567991;4567991;4567991;4567991;4567991;4567991;4567991;4567991;4568226;4568226;4568226;4568226;4568226;4568226;4568226;4568226;4568226;4568553;4568553;4568553;4568553;4568553;4568553;4568553;4568553;4568553;4568890;4568890;4568890;4568890;4568890;4568890;4568890;4568890;4568890;4570296;4570296;4570296;4570296;4570296;4570296;4570296;4570296;4570296	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4422	1159	1346	1196	1214	1565	1446
FBgn0050354	2R;2R	4564730;4564832	4564775;4565166	+;+	381	0	0	0	1	0	0
FBgn0050355	2R;2R	4566644;4566999	4566941;4567453	-;-	753	0	4	2	0	2	1
FBgn0011906	2R	4570720	4570802	+	83	0	0	0	0	0	0
FBgn0001285	2R	4578955	4579856	+	902	0	0	0	0	0	0
FBgn0033320	2R;2R;2R	4581244;4582285;4583220	4582218;4582756;4583301	-;-;-	1529	5	0	1	3	2	3
FBgn0033321	2R;2R	4583931;4585155	4584627;4586088	+;+	1631	4	5	4	2	9	5
FBgn0033322	2R	4588197	4589299	-	1103	0	0	0	0	0	0
FBgn0033323	2R;2R;2R;2R;2R;2R;2R	4589340;4590040;4590429;4590557;4591112;4591319;4591607	4589706;4590365;4590503;4591042;4591260;4591553;4592007	+;+;+;+;+;+;+	2039	0	0	0	1	0	0
FBgn0033324	2R;2R;2R;2R;2R;2R;2R	4594583;4594922;4595226;4595425;4596001;4596132;4596517	4594866;4595156;4595365;4595931;4596075;4596457;4596737	-;-;-;-;-;-;-	1788	0	0	0	0	0	0
FBgn0043576	2R	4597268	4597825	+	558	0	0	0	0	0	0
FBgn0033326	2R;2R;2R;2R;2R;2R;2R	4597903;4598373;4598660;4598957;4599502;4599638;4600020	4598186;4598607;4598799;4599442;4599576;4599963;4600222	-;-;-;-;-;-;-	1749	0	0	0	1	1	0
FBgn0033327	2R	4600949	4601587	+	639	0	0	0	0	0	0
FBgn0043575	2R	4604472	4605026	+	555	0	3	2	5	7	8
FBgn0040777	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4605517;4605517;4605517;4607151;4607151;4607151;4607348;4607348;4607360;4610762;4610762;4610762;4611211;4611211	4606994;4606994;4606994;4607289;4607289;4607289;4607537;4607537;4607537;4610957;4611135;4610957;4611342;4611342	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2313	1228	1455	1217	1207	1581	1355
FBgn0050357	2R	4607658	4609129	-	1472	11	19	13	7	20	19
FBgn0005695	2R;2R;2R;2R	4611765;4614120;4614335;4615353	4611969;4614276;4615282;4616509	+;+;+;+	2467	73	68	78	66	86	81
FBgn0050356	2R	4616465	4617007	-	543	1	2	1	2	5	4
FBgn0086784	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4617003;4617018;4617018;4617569;4617569;4617569;4618254;4618254;4618254;4619186;4619186;4619186;4619427;4619665;4619665;4619665;4619970;4619970;4619970;4620181;4620181;4620181;4620807;4621297;4621297	4617384;4617384;4617384;4618193;4618193;4618193;4619117;4619117;4619117;4619316;4619316;4619316;4619468;4619910;4619910;4619910;4620123;4620123;4620123;4620385;4620385;4620385;4620996;4621809;4621809	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3352	241	243	211	192	261	243
FBgn0027585	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4623324;4623324;4623324;4633326;4635615;4636505;4639914;4639914;4639914;4639914;4641862;4641862;4641862;4641862;4644841;4644841;4644841;4644841;4645084;4645084;4645084;4645084;4645304;4645304;4645304;4645304;4645819;4645819;4645819;4645819;4646617;4646617;4646617;4646617	4623913;4623913;4623913;4633650;4635629;4636633;4641756;4641756;4641756;4641756;4642438;4642438;4642438;4642438;4645026;4645026;4645026;4645026;4645241;4645241;4645241;4645241;4645753;4645753;4645753;4645753;4646119;4646119;4646119;4646119;4647095;4647095;4647095;4647095	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5053	20	17	16	9	8	8
FBgn0261267	2R	4624875	4625295	+	421	0	0	0	0	0	0
FBgn0033330	2R	4680138	4681282	+	1145	0	0	0	0	0	0
FBgn0024189	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4686022;4686022;4700264;4700264;4707086;4707086;4709264;4709264;4711174;4711174;4711445;4711445;4713412;4713412;4713648;4713648;4716433;4716433;4717295;4717295;4717945;4717945;4718378;4718378;4718832;4718832;4719171;4719171;4719538;4719538;4720209;4720209;4721298;4722457;4722457;4728862;4728862;4730589;4730589;4734272;4734272;4739445;4739445	4686735;4686735;4700611;4700611;4707238;4707238;4709437;4709437;4711327;4711327;4711581;4711581;4713579;4713579;4713779;4713779;4716569;4716569;4717448;4717448;4718082;4718082;4718542;4718542;4719110;4719110;4719452;4719452;4719961;4719961;4720375;4720375;4721486;4722606;4722606;4729016;4729016;4730700;4730700;4734453;4734453;4743142;4743142	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8212	0	2	2	0	0	0
FBgn0050350	2R	4713896	4715268	+	1373	0	0	0	0	0	0
FBgn0011286	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4747896;4747896;4747896;4747896;4750348;4750348;4750348;4750348;4753361;4753361;4753361;4753361;4754509;4754509;4754509;4754509;4754650;4754650;4754650;4754650;4755103;4755103;4755103;4755103;4755687;4755687;4755687;4755687;4755871;4755871;4755871;4755871;4757349;4757349;4757349;4757349;4758088;4758088;4758429;4758429;4759725;4759725;4759725;4759725;4759984;4759984;4759984;4759984;4760800;4760800;4760800;4760800;4762173;4762173;4762215;4762215;4762440;4762440;4762440;4762440;4762862;4762862;4762862;4762862;4765643;4765643;4765643;4765643;4766723;4766723;4766723;4766723;4767014;4767014;4767014;4767014;4767362;4767362;4767362;4767362;4769809;4769809;4769809;4769809;4770559;4770559;4770559;4770559;4771127;4771127;4771127;4771127;4771720;4771720;4771720;4771720;4771888;4771888;4771888;4771888;4772376;4772376;4772376;4772376;4772641;4772641;4772641;4772641	4747935;4747935;4747935;4747935;4750515;4750515;4750515;4750515;4753564;4753564;4753564;4753564;4754586;4754586;4754586;4754586;4755038;4755038;4755038;4755038;4755627;4755627;4755627;4755627;4755811;4755811;4755811;4755811;4757293;4757293;4757293;4757293;4757952;4757952;4757952;4757952;4758187;4758187;4758528;4758528;4759929;4759929;4759929;4759929;4760740;4760740;4760740;4760740;4761959;4761959;4761959;4761959;4762367;4762367;4762367;4762367;4762555;4762555;4762555;4762555;4765134;4765134;4765134;4765134;4766122;4766122;4766122;4766122;4766860;4766860;4766860;4766860;4767300;4767300;4767300;4767300;4769459;4769459;4769459;4769459;4769921;4769921;4769921;4769921;4770904;4770904;4770904;4770904;4771427;4771427;4771427;4771427;4771830;4771830;4771830;4771830;4772307;4772307;4772307;4772307;4772577;4772577;4772577;4772577;4775602;4775602;4775602;4775602	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15920	6	3	2	4	6	6
FBgn0033337	2R;2R;2R	4775911;4777364;4778755	4777300;4778623;4778904	-;-;-	2800	36	46	38	34	42	47
FBgn0021825	2R;2R;2R	4779345;4779579;4780567	4779494;4780500;4780844	+;+;+	1350	429	433	357	368	450	409
FBgn0033339	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4781129;4781129;4781431;4781431;4781709;4781709;4782735;4782735;4783037;4783037;4783456;4783459;4783709;4783709;4785200;4785200;4785370;4785370;4785756;4785756;4785894;4785894	4781242;4781242;4781646;4781646;4782672;4782672;4782978;4782978;4783149;4783149;4783558;4783558;4785135;4785135;4785307;4785307;4785678;4785678;4785827;4785827;4786303;4786303	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4080	1218	1345	1162	1040	1344	1211
FBgn0027513	2R;2R	4786228;4786872	4786820;4787706	-;-	1428	95	81	79	62	88	79
FBgn0033340	2R	4787746	4788122	+	377	202	239	212	176	204	162
FBgn0033341	2R;2R	4788071;4788398	4788345;4788877	-;-	755	118	130	110	76	115	101
FBgn0004921	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4788908;4788908;4788908;4788908;4788908;4789642;4789833;4789833;4789833;4789833	4789027;4789027;4789027;4788936;4789027;4790635;4791117;4790635;4792296;4790635	+;+;+;+;+;+;+;+;+;+	2775	643	721	654	561	745	610
FBgn0033342	2R;2R;2R	4792347;4793148;4794358	4793083;4794178;4794506	-;-;-	1917	1370	1540	1363	1501	1897	1756
FBgn0050349	2R;2R;2R;2R;2R;2R;2R	4795025;4795455;4796040;4796582;4796767;4797992;4798149	4795401;4795984;4796525;4796710;4796916;4798089;4798390	+;+;+;+;+;+;+	2012	411	429	381	267	339	343
FBgn0033344	2R	4796935	4797854	-	920	4	2	2	2	1	6
FBgn0003074	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4798407;4798407;4798407;4798931;4798931;4798931;4799522;4799522;4799522;4800110;4800110;4800110;4800938;4800938;4800938;4801215;4801215	4798875;4798875;4798875;4799459;4799459;4799459;4799761;4799761;4799761;4800692;4800692;4800692;4801075;4801071;4801631;4801631;4801631	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2515	451	534	413	568	779	690
FBgn0002552	2R;2R	4802033;4802570	4802512;4805739	+;+	3650	227	258	240	191	275	233
FBgn0085248	2R;2R	4805213;4806097	4806037;4806474	-;-	1203	0	1	1	0	0	0
FBgn0033347	2R;2R	4806445;4807029	4806971;4807871	-;-	1370	0	2	3	1	1	3
FBgn0033348	2R;2R;2R;2R;2R;2R;2R	4807775;4808125;4808290;4809077;4809458;4809844;4810074	4808061;4808226;4809012;4809401;4809784;4810011;4810256	-;-;-;-;-;-;-	2115	48	53	55	52	64	63
FBgn0033349	2R;2R	4810293;4810773	4810620;4812851	+;+	2407	287	342	303	270	324	323
FBgn0033350	2R	4813194	4814395	+	1202	138	157	115	128	168	142
